Description,Address,Rent,Additional infomation,Seller type,Free from,Property type,URL,Surface,Rooms,Property form,Price,Status,Heating type,Floor
Apartament de vânzare,"Strada Ogorului, Turnisor, Sibiu, Sibiu",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,68m²,2 camere,fara informatii,118 500 €,gata de utilizare,fara informatii,parter/4
Apartament de vânzare,"Hipodrom I, Sibiu, Sibiu",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=20,39m²,2 camere,fara informatii,67 000 €,fara informatii,centrală pe gaz,1/4
Apartament de vânzare,"Berceni, Sectorul 4, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,97m²,4 camere,fara informatii,174 000 €,gata de utilizare,centrală pe gaz,8/10
Apartament de vânzare,"Piata Garii, Craiova, Dolj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,80m²,3 camere,fara informatii,125 000 €,fara informatii,fara informatii,7
Apartament de vânzare,"Aleea Teiul Doamnei, Tei, Sectorul 2, Bucuresti",fara informatii,bucătărie separată,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-camere-doamna-ghica-teiul-doamnei-IDCb1G,51m²,3 camere,drept de proprietate,79 900 €,gata de utilizare,centralizată,4/10
Apartament de vânzare,"Piata Garii, Craiova, Dolj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-camere-mobilat-utilat-craiovita-bld-oltenia-carrefour-IDApRm,80m²,3 camere,fara informatii,125 000 €,fara informatii,fara informatii,7
Apartament de vânzare,"Bulevardul Pipera, Voluntari, Ilfov",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,89m²,3 camere,fara informatii,186 000 €,gata de utilizare,centralizată,1/8
Apartament de vânzare,"Iris, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-vanzare-3-camere-iris-IDCb1F,67m²,3 camere,fara informatii,215 000 €,gata de utilizare,centralizată,5/10
Apartament de vânzare,"Bucurestii Noi, Sectorul 1, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,59m²,2 camere,fara informatii,135 000 €,gata de utilizare,centralizată,1/2
Apartament de vânzare,"Strada Theodor D. Sperantia, Centrul Civic, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,62m²,2 camere,fara informatii,159 000 €,fara informatii,fara informatii,7
Apartament de vânzare,"Palazu Mare, Constanta, Constanta",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/tomis-plus-palazu-apartament-3-camere-nou-parcare-IDCb1E,83m²,3 camere,drept de proprietate,136 500 €,gata de utilizare,centrală pe gaz,1/5
Apartament de vânzare,"Centru, Iasi, Iasi",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,65m²,2 camere,fara informatii,109 900 €,fara informatii,fara informatii,1
Apartament de vânzare,"Voluntari, Ilfov",fara informatii,terasă,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,56.35m²,2 camere,fara informatii,240 000 €,fara informatii,centralizată,2
Apartament de vânzare,"Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/splaiul-unirii-timpuri-noi-apartament-3-camere-8-min-metrou-IDCb1C,73.59m²,3 camere,drept de proprietate,250 000 €,gata de utilizare,centrală pe gaz,1/6
Apartament de vânzare,"Calea Rahovei, Rahova, Sectorul 5, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,52m²,2 camere,fara informatii,62 000 €,gata de utilizare,centralizată,9
Apartament de vânzare,"Onesti, Bacau",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,70m²,3 camere,fara informatii,45 000 €,fara informatii,fara informatii,6
Apartament de vânzare,"Strada Plutonier Radu Gheoghe, Titan, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=20,51m²,2 camere,fara informatii,81 999 €,gata de utilizare,fara informatii,1/10
Apartament de vânzare,"Bujac, Arad, Arad",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,62.77m²,3 camere,drept de proprietate,113 259 €,gata de utilizare,centrală pe gaz,5/6
Apartament de vânzare,"Cisnadie, Sibiu",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-de-vanzare-plata-in-rate-sibiu-cisnadie-IDC8NI,65m²,2 camere,fara informatii,62 000 €,gata de utilizare,centrală pe gaz,parter/1
Apartament de vânzare,"ICIL, Constanta, Constanta",fara informatii,fara informatii,agenție,2024-09-14,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,57m²,2 camere,drept de proprietate,95 000 €,gata de utilizare,centrală pe gaz,2/11
Apartament de vânzare,"ICIL, Constanta, Constanta",fara informatii,fara informatii,agenție,2024-09-14,locuință nouă,https://www.storia.ro/ro/oferta/icil-bloc-nou-2-camere-57-mp-la-cheie-etaj-2-pret-95-000-euro-IDBpuS,57m²,2 camere,drept de proprietate,95 000 €,gata de utilizare,centrală pe gaz,2/11
Apartament de vânzare,"Manastur, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-de-vanzare-1-camera-strada-calea-manastur-IDC1En,42m²,1 cameră,fara informatii,100 000 €,gata de utilizare,fara informatii,8/8
Apartament de vânzare,"Centrul Nou, Brasov, Brasov",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,144m²,4 camere,fara informatii,279 000 €,fara informatii,fara informatii,1
Apartament de vânzare,"Cisnadie, Sibiu",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-de-vanzare-plata-in-rate-sibiu-cisnadie-IDC8NI,65m²,2 camere,fara informatii,62 000 €,gata de utilizare,centrală pe gaz,parter/1
Apartament de vânzare,"Floresti, Cluj",fara informatii,"balcon
garaj",agenție,2024-12-02,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,42.14m²,1 cameră,drept de proprietate,60 000 €,necesita renovare,fara informatii,3/3
Apartament de vânzare,"Vitan, Sectorul 3, Bucuresti",fara informatii,"balcon
terasă
grădină
garaj
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,80.47m²,3 camere,fara informatii,160 900 €,fara informatii,centralizată,3
Apartament de vânzare,"Strada Aviator Popisteanu, Sectorul 1, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,72m²,2 camere,fara informatii,196 000 €,fara informatii,fara informatii,parter
Apartament de vânzare,"Gheorgheni, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-vanzare-2-camere-gheorgheni-IDCb1z,45m²,2 camere,fara informatii,142 000 €,gata de utilizare,centralizată,4/4
Apartament de vânzare,"Tomis III, Constanta, Constanta",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,58m²,3 camere,drept de proprietate,97 000 €,gata de utilizare,centralizată,1/4
Apartament de vânzare,"Inel II, Constanta, Constanta",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,53m²,2 camere,fara informatii,97 000 €,fara informatii,fara informatii,fara informatii
Apartament de vânzare,"Manastur, Cluj-Napoca, Cluj",fara informatii,"bucătărie separată
debara",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/de-vnzare-garsonier-32-mp-mntur-IDCb1v,32m²,1 cameră,drept de proprietate,82 000 €,gata de utilizare,centralizată,10/10
Apartament de vânzare,"Bujac, Arad, Arad",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,52.78m²,2 camere,drept de proprietate,101 423 €,gata de utilizare,centrală pe gaz,5/6
Apartament de vânzare,"Drumul Taberei, Sectorul 6, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,54m²,3 camere,fara informatii,78 000 €,fara informatii,fara informatii,fara informatii
Apartament de vânzare,"Zona Veche, Galati, Galati",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,36m²,2 camere,drept de proprietate,38 000 €,gata de utilizare,centrală pe gaz,2/4
Apartament de vânzare,"Gheorgheni, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-vanzare-2-camere-gheorgheni-IDCb1z,45m²,2 camere,fara informatii,142 000 €,gata de utilizare,centralizată,4/4
Apartament de vânzare,"Noua Darste, Brasov, Brasov",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,75m²,3 camere,fara informatii,268 000 €,fara informatii,centralizată,parter
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,fara informatii,agenție,2024-12-02,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,67m²,2 camere,drept de proprietate,79 500 €,gata de utilizare,centrală pe gaz,3/3
Apartament de vânzare,"Bulevardul Dimitrie Cantemir, Centrul Civic, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,58.2m²,3 camere,fara informatii,135 000 €,gata de utilizare,fara informatii,10/10
Apartament de vânzare,"Strada Fabricii, Bulgaria, Cluj-Napoca, Cluj",fara informatii,"balcon
terasă
garaj",privat,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/vanzare-apartament-cu-cf-doua-camere-elite-city-persoana-fizica-IDBCt9,59m²,2 camere,drept de proprietate,175 000 €,gata de utilizare,centralizată,3/7
Apartament de vânzare,"Noua Darste, Brasov, Brasov",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-camere-cu-finisaje-premium-zona-linistita-IDApO1,75m²,3 camere,fara informatii,268 000 €,fara informatii,centralizată,parter
Apartament de vânzare,"Sanpetru, Brasov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/super-ofert-studio-45mp-parcare-59-500-euro-subcetate-city-2-IDCb1s,45m²,2 camere,drept de proprietate,59 500 €,în construcție,centrală pe gaz,4/4
Apartament de vânzare,"Tei, Sectorul 2, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,75m²,2 camere,fara informatii,95 000 €,gata de utilizare,fara informatii,8/8
Apartament de vânzare,"Salajan, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,2024-11-27,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,56.57m²,3 camere,drept de proprietate,102 000 €,gata de utilizare,fara informatii,5/8
Apartament de vânzare,"Sectorul 1, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,100m²,3 camere,fara informatii,385 000 €,gata de utilizare,centralizată,2/2
Apartament de vânzare,"Drumul Taberei, Tudor Vladimirescu, Sectorul 6, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,34m²,1 cameră,drept de proprietate,69 000 €,gata de utilizare,centralizată,4/10
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,55m²,2 camere,fara informatii,93 000 €,gata de utilizare,fara informatii,parter
Apartament de vânzare,"Centrul Nou, Brasov, Brasov",fara informatii,"terasă
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,117m²,4 camere,fara informatii,275 000 €,fara informatii,centralizată,1
Apartament de vânzare,"Mamaia Nord, Constanta, Constanta",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,44.75m²,2 camere,fara informatii,91 000 €,gata de utilizare,centrală pe gaz,2/8
Apartament de vânzare,"Zona Veche, Galati, Galati",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,10m²,1 cameră,drept de proprietate,9 500 €,gata de utilizare,centralizată,2/4
Apartament de vânzare,"Dristor, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1781,62.8m²,2 camere,fara informatii,214 990 €,gata de utilizare,centralizată,1/10
Apartament de vânzare,"Titan, Sectorul 3, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=460,42m²,1 cameră,drept de proprietate,68 000 €,gata de utilizare,fara informatii,6/8
Apartament de vânzare,"Bragadiru, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,40m²,1 cameră,fara informatii,47 800 €,gata de utilizare,centralizată,1/3
Apartament de vânzare,"Dristor, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/2-camere-paracre-new-town-residence-IDApMe,62.8m²,2 camere,fara informatii,214 990 €,gata de utilizare,centralizată,1/10
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1340,67m²,3 camere,fara informatii,117 000 €,gata de utilizare,centralizată,1/4
